Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai
Jakarta,2016,Dalam,2,SMAN 106,IPA,Tertinggi,83.13
Jakarta,2016,Dalam,2,SMAN 106,IPA,Rata-rata,79.6
Jakarta,2016,Dalam,2,SMAN 106,IPS,Terendah,74
Jakarta,2016,Dalam,2,SMAN 106,IPS,Tertinggi,79.25
Jakarta,2016,Dalam,2,SMAN 106,IPS,Rata-rata,75.14
Jakarta,2016,Dalam,2,SMAN 107,IPA,Terendah,70.63
Jakarta,2016,Dalam,2,SMAN 107,IPA,Tertinggi,80.5
Jakarta,2016,Dalam,2,SMAN 107,IPA,Rata-rata,72.33
Jakarta,2016,Dalam,2,SMAN 107,IPS,Terendah,69.38
Jakarta,2016,Dalam,2,SMAN 107,IPS,Tertinggi,87.25
Jakarta,2016,Dalam,2,SMAN 107,IPS,Rata-rata,70.46
Jakarta,2016,Dalam,2,SMAN 108,IPA,Terendah,68.63
Jakarta,2016,Dalam,2,SMAN 108,IPA,Tertinggi,72.5
Jakarta,2016,Dalam,2,SMAN 108,IPA,Rata-rata,69.8
Jakarta,2016,Dalam,2,SMAN 108,IPS,Terendah,68.63
Jakarta,2016,Dalam,2,SMAN 108,IPS,Tertinggi,70.63
Jakarta,2016,Dalam,2,SMAN 108,IPS,Rata-rata,69.33
Jakarta,2016,Dalam,2,SMAN 109,IPA,Terendah,81.5
Jakarta,2016,Dalam,2,SMAN 109,IPA,Tertinggi,88
Jakarta,2016,Dalam,2,SMAN 109,IPA,Rata-rata,83.64
Jakarta,2016,Dalam,2,SMAN 109,IPS,Terendah,78.75
Jakarta,2016,Dalam,2,SMAN 109,IPS,Tertinggi,81.63
Jakarta,2016,Dalam,2,SMAN 109,IPS,Rata-rata,80.11
Jakarta,2016,Dalam,2,SMAN 110,IPA,Terendah,70.13
Jakarta,2016,Dalam,2,SMAN 110,IPA,Tertinggi,89.5
Jakarta,2016,Dalam,2,SMAN 110,IPA,Rata-rata,74.25
Jakarta,2016,Dalam,2,SMAN 110,IPS,Terendah,65
Jakarta,2016,Dalam,2,SMAN 110,IPS,Tertinggi,74.75
Jakarta,2016,Dalam,2,SMAN 110,IPS,Rata-rata,67.02
Jakarta,2016,Dalam,2,SMAN 111,IPA,Terendah,58.63
Jakarta,2016,Dalam,2,SMAN 111,IPA,Tertinggi,74.25
Jakarta,2016,Dalam,2,SMAN 111,IPA,Rata-rata,62.51
Jakarta,2016,Dalam,2,SMAN 111,IPS,Terendah,57.38
Jakarta,2016,Dalam,2,SMAN 111,IPS,Tertinggi,69.13
Jakarta,2016,Dalam,2,SMAN 111,IPS,Rata-rata,60.05
Jakarta,2016,Dalam,2,SMAN 112,IPA,Terendah,80.63
Jakarta,2016,Dalam,2,SMAN 112,IPA,Tertinggi,86.5
Jakarta,2016,Dalam,2,SMAN 112,IPA,Rata-rata,82.76
Jakarta,2016,Dalam,2,SMAN 112,IPS,Terendah,79.25
Jakarta,2016,Dalam,2,SMAN 112,IPS,Tertinggi,82.25
Jakarta,2016,Dalam,2,SMAN 112,IPS,Rata-rata,80.27
Jakarta,2016,Dalam,2,SMAN 113,IPA,Terendah,76.38
Jakarta,2016,Dalam,2,SMAN 113,IPA,Tertinggi,84.75
Jakarta,2016,Dalam,2,SMAN 113,IPA,Rata-rata,79.35
Jakarta,2016,Dalam,2,SMAN 113,IPS,Terendah,72.88
Jakarta,2016,Dalam,2,SMAN 113,IPS,Tertinggi,82.38
Jakarta,2016,Dalam,2,SMAN 113,IPS,Rata-rata,74.46
Jakarta,2016,Dalam,2,SMAN 114,IPA,Terendah,63.13
Jakarta,2016,Dalam,2,SMAN 114,IPA,Tertinggi,71.88
Jakarta,2016,Dalam,2,SMAN 114,IPA,Rata-rata,64.95
Jakarta,2016,Dalam,2,SMAN 114,IPS,Terendah,61.38
Jakarta,2016,Dalam,2,SMAN 114,IPS,Tertinggi,68.38
Jakarta,2016,Dalam,2,SMAN 114,IPS,Rata-rata,62.66
Jakarta,2016,Dalam,2,SMAN 115,IPA,Terendah,60.13
Jakarta,2016,Dalam,2,SMAN 115,IPA,Tertinggi,65.25
Jakarta,2016,Dalam,2,SMAN 115,IPA,Rata-rata,61.75
Jakarta,2016,Dalam,2,SMAN 115,IPS,Terendah,59.88
Jakarta,2016,Dalam,2,SMAN 115,IPS,Tertinggi,66.38
Jakarta,2016,Dalam,2,SMAN 115,IPS,Rata-rata,61.31
Jakarta,2016,Dalam,3,SMAN 1,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 1,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 1,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 1,IPS,Terendah,80.5
Jakarta,2016,Dalam,3,SMAN 1,IPS,Tertinggi,80.63
Jakarta,2016,Dalam,3,SMAN 1,IPS,Rata-rata,80.56
Jakarta,2016,Dalam,3,SMAN 3,IPA,Terendah,81.75
Jakarta,2016,Dalam,3,SMAN 3,IPA,Tertinggi,83.88
Jakarta,2016,Dalam,3,SMAN 3,IPA,Rata-rata,82.54
Jakarta,2016,Dalam,3,SMAN 3,IPS,Terendah,83.63
Jakarta,2016,Dalam,3,SMAN 3,IPS,Tertinggi,89.25
Jakarta,2016,Dalam,3,SMAN 3,IPS,Rata-rata,86
Jakarta,2016,Dalam,3,SMAN 4,IPA,Terendah,76.88
Jakarta,2016,Dalam,3,SMAN 4,IPA,Tertinggi,88.88
Jakarta,2016,Dalam,3,SMAN 4,IPA,Rata-rata,80.28
Jakarta,2016,Dalam,3,SMAN 4,IPS,Terendah,76.63
Jakarta,2016,Dalam,3,SMAN 4,IPS,Tertinggi,76.63
Jakarta,2016,Dalam,3,SMAN 4,IPS,Rata-rata,76.63
Jakarta,2016,Dalam,3,SMAN 5,IPA,Terendah,81.25
Jakarta,2016,Dalam,3,SMAN 5,IPA,Tertinggi,81.25
Jakarta,2016,Dalam,3,SMAN 5,IPA,Rata-rata,81.25
Jakarta,2016,Dalam,3,SMAN 5,IPS,Terendah,72.88
Jakarta,2016,Dalam,3,SMAN 5,IPS,Tertinggi,73
Jakarta,2016,Dalam,3,SMAN 5,IPS,Rata-rata,72.92
Jakarta,2016,Dalam,3,SMAN 6,IPA,Terendah,87.25
Jakarta,2016,Dalam,3,SMAN 6,IPA,Tertinggi,88
Jakarta,2016,Dalam,3,SMAN 6,IPA,Rata-rata,87.71
Jakarta,2016,Dalam,3,SMAN 6,IPS,Terendah,83.13
Jakarta,2016,Dalam,3,SMAN 6,IPS,Tertinggi,83.13
Jakarta,2016,Dalam,3,SMAN 6,IPS,Rata-rata,83.13
Jakarta,2016,Dalam,3,SMAN 7,IPA,Terendah,73.38
Jakarta,2016,Dalam,3,SMAN 7,IPA,Tertinggi,74.38
Jakarta,2016,Dalam,3,SMAN 7,IPA,Rata-rata,73.68
Jakarta,2016,Dalam,3,SMAN 7,IPS,Terendah,73.38
Jakarta,2016,Dalam,3,SMAN 7,IPS,Tertinggi,73.38
Jakarta,2016,Dalam,3,SMAN 7,IPS,Rata-rata,73.38
Jakarta,2016,Dalam,3,SMAN 8,IPA,Terendah,95.25
Jakarta,2016,Dalam,3,SMAN 8,IPA,Tertinggi,95.25
Jakarta,2016,Dalam,3,SMAN 8,IPA,Rata-rata,95.25
Jakarta,2016,Dalam,3,SMAN 8,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 8,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 8,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 9,IPA,Terendah,80
Jakarta,2016,Dalam,3,SMAN 9,IPA,Tertinggi,80
Jakarta,2016,Dalam,3,SMAN 9,IPA,Rata-rata,80
Jakarta,2016,Dalam,3,SMAN 9,IPS,Terendah,75.88
Jakarta,2016,Dalam,3,SMAN 9,IPS,Tertinggi,75.88
Jakarta,2016,Dalam,3,SMAN 9,IPS,Rata-rata,75.88
Jakarta,2016,Dalam,3,SMAN 10,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 10,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 10,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 10,IPS,Terendah,73
Jakarta,2016,Dalam,3,SMAN 10,IPS,Tertinggi,74
Jakarta,2016,Dalam,3,SMAN 10,IPS,Rata-rata,73.38
Jakarta,2016,Dalam,3,SMAN 11,IPA,Terendah,75.25
Jakarta,2016,Dalam,3,SMAN 11,IPA,Tertinggi,75.25
Jakarta,2016,Dalam,3,SMAN 11,IPA,Rata-rata,75.25
Jakarta,2016,Dalam,3,SMAN 11,IPS,Terendah,72.63
Jakarta,2016,Dalam,3,SMAN 11,IPS,Tertinggi,76.25
Jakarta,2016,Dalam,3,SMAN 11,IPS,Rata-rata,73.88
Jakarta,2016,Dalam,3,SMAN 12,IPA,Terendah,88.13
Jakarta,2016,Dalam,3,SMAN 12,IPA,Tertinggi,88.13
Jakarta,2016,Dalam,3,SMAN 12,IPA,Rata-rata,88.13
Jakarta,2016,Dalam,3,SMAN 12,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 12,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 12,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 14,IPA,Terendah,88.13
Jakarta,2016,Dalam,3,SMAN 14,IPA,Tertinggi,88.13
Jakarta,2016,Dalam,3,SMAN 14,IPA,Rata-rata,88.13
Jakarta,2016,Dalam,3,SMAN 14,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 14,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 14,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 15,IPA,Terendah,72.75
Jakarta,2016,Dalam,3,SMAN 15,IPA,Tertinggi,76.63
Jakarta,2016,Dalam,3,SMAN 15,IPA,Rata-rata,74.04
Jakarta,2016,Dalam,3,SMAN 15,IPS,Terendah,72.5
Jakarta,2016,Dalam,3,SMAN 15,IPS,Tertinggi,72.5
Jakarta,2016,Dalam,3,SMAN 15,IPS,Rata-rata,72.5
Jakarta,2016,Dalam,3,SMAN 16,IPA,Terendah,82.13
Jakarta,2016,Dalam,3,SMAN 16,IPA,Tertinggi,82.13
Jakarta,2016,Dalam,3,SMAN 16,IPA,Rata-rata,82.13
Jakarta,2016,Dalam,3,SMAN 16,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 16,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 16,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 17,IPA,Terendah,72.88
Jakarta,2016,Dalam,3,SMAN 17,IPA,Tertinggi,86.13
Jakarta,2016,Dalam,3,SMAN 17,IPA,Rata-rata,76.31
Jakarta,2016,Dalam,3,SMAN 17,IPS,Terendah,72.25
Jakarta,2016,Dalam,3,SMAN 17,IPS,Tertinggi,81.38
Jakarta,2016,Dalam,3,SMAN 17,IPS,Rata-rata,74.01
Jakarta,2016,Dalam,3,SMAN 19,IPA,Terendah,87.88
Jakarta,2016,Dalam,3,SMAN 19,IPA,Tertinggi,90.88
Jakarta,2016,Dalam,3,SMAN 19,IPA,Rata-rata,88.91
Jakarta,2016,Dalam,3,SMAN 19,IPS,Terendah,81.38
Jakarta,2016,Dalam,3,SMAN 19,IPS,Tertinggi,84.75
Jakarta,2016,Dalam,3,SMAN 19,IPS,Rata-rata,82.79
Jakarta,2016,Dalam,3,SMAN 20,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 20,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 20,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 20,IPS,Terendah,73.13
Jakarta,2016,Dalam,3,SMAN 20,IPS,Tertinggi,73.13
Jakarta,2016,Dalam,3,SMAN 20,IPS,Rata-rata,73.13
Jakarta,2016,Dalam,3,SMAN 21,IPA,Terendah,87.88
Jakarta,2016,Dalam,3,SMAN 21,IPA,Tertinggi,91.63
Jakarta,2016,Dalam,3,SMAN 21,IPA,Rata-rata,89.44
Jakarta,2016,Dalam,3,SMAN 21,IPS,Terendah,84.25
Jakarta,2016,Dalam,3,SMAN 21,IPS,Tertinggi,84.25
Jakarta,2016,Dalam,3,SMAN 21,IPS,Rata-rata,84.25
Jakarta,2016,Dalam,3,SMAN 22,IPA,Terendah,80.88
Jakarta,2016,Dalam,3,SMAN 22,IPA,Tertinggi,80.88
Jakarta,2016,Dalam,3,SMAN 22,IPA,Rata-rata,80.88
Jakarta,2016,Dalam,3,SMAN 22,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 22,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 22,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 23,IPA,Terendah,81.25
Jakarta,2016,Dalam,3,SMAN 23,IPA,Tertinggi,81.25
Jakarta,2016,Dalam,3,SMAN 23,IPA,Rata-rata,81.25
Jakarta,2016,Dalam,3,SMAN 23,IPS,Terendah,72.25
Jakarta,2016,Dalam,3,SMAN 23,IPS,Tertinggi,72.25
Jakarta,2016,Dalam,3,SMAN 23,IPS,Rata-rata,72.25
Jakarta,2016,Dalam,3,SMAN 24,IPA,Terendah,79.25
Jakarta,2016,Dalam,3,SMAN 24,IPA,Tertinggi,81
Jakarta,2016,Dalam,3,SMAN 24,IPA,Rata-rata,80.13
Jakarta,2016,Dalam,3,SMAN 24,IPS,Terendah,85.75
Jakarta,2016,Dalam,3,SMAN 24,IPS,Tertinggi,93.63
Jakarta,2016,Dalam,3,SMAN 24,IPS,Rata-rata,88.46
Jakarta,2016,Dalam,3,SMAN 25,IPA,Terendah,73.63
Jakarta,2016,Dalam,3,SMAN 25,IPA,Tertinggi,74.63
Jakarta,2016,Dalam,3,SMAN 25,IPA,Rata-rata,74.13
Jakarta,2016,Dalam,3,SMAN 25,IPS,Terendah,73.13
Jakarta,2016,Dalam,3,SMAN 25,IPS,Tertinggi,73.88
Jakarta,2016,Dalam,3,SMAN 25,IPS,Rata-rata,73.5
Jakarta,2016,Dalam,3,SMAN 26,IPA,Terendah,91.63
Jakarta,2016,Dalam,3,SMAN 26,IPA,Tertinggi,91.63
Jakarta,2016,Dalam,3,SMAN 26,IPA,Rata-rata,91.63
Jakarta,2016,Dalam,3,SMAN 26,IPS,Terendah,86.75
Jakarta,2016,Dalam,3,SMAN 26,IPS,Tertinggi,86.75
Jakarta,2016,Dalam,3,SMAN 26,IPS,Rata-rata,86.75
Jakarta,2016,Dalam,3,SMAN 27,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 27,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 27,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 27,IPS,Terendah,82.13
Jakarta,2016,Dalam,3,SMAN 27,IPS,Tertinggi,82.13
Jakarta,2016,Dalam,3,SMAN 27,IPS,Rata-rata,82.13
Jakarta,2016,Dalam,3,SMAN 28,IPA,Terendah,95
Jakarta,2016,Dalam,3,SMAN 28,IPA,Tertinggi,95
Jakarta,2016,Dalam,3,SMAN 28,IPA,Rata-rata,95
Jakarta,2016,Dalam,3,SMAN 28,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 28,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 28,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 29,IPA,Terendah,84.38
Jakarta,2016,Dalam,3,SMAN 29,IPA,Tertinggi,86.25
Jakarta,2016,Dalam,3,SMAN 29,IPA,Rata-rata,85.42
Jakarta,2016,Dalam,3,SMAN 29,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 29,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 29,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 31,IPA,Terendah,82
Jakarta,2016,Dalam,3,SMAN 31,IPA,Tertinggi,84.75
Jakarta,2016,Dalam,3,SMAN 31,IPA,Rata-rata,83.71
Jakarta,2016,Dalam,3,SMAN 31,IPS,Terendah,81.63
Jakarta,2016,Dalam,3,SMAN 31,IPS,Tertinggi,81.63
Jakarta,2016,Dalam,3,SMAN 31,IPS,Rata-rata,81.63
Jakarta,2016,Dalam,3,SMAN 32,IPA,Terendah,76.38
Jakarta,2016,Dalam,3,SMAN 32,IPA,Tertinggi,76.5
Jakarta,2016,Dalam,3,SMAN 32,IPA,Rata-rata,76.44
Jakarta,2016,Dalam,3,SMAN 32,IPS,Terendah,89.38
Jakarta,2016,Dalam,3,SMAN 32,IPS,Tertinggi,89.38
Jakarta,2016,Dalam,3,SMAN 32,IPS,Rata-rata,89.38
Jakarta,2016,Dalam,3,SMAN 33,IPA,Terendah,80.75
Jakarta,2016,Dalam,3,SMAN 33,IPA,Tertinggi,80.75
Jakarta,2016,Dalam,3,SMAN 33,IPA,Rata-rata,80.75
Jakarta,2016,Dalam,3,SMAN 33,IPS,Terendah,80
Jakarta,2016,Dalam,3,SMAN 33,IPS,Tertinggi,80
Jakarta,2016,Dalam,3,SMAN 33,IPS,Rata-rata,80
Jakarta,2016,Dalam,3,SMAN 34,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 34,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 34,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 34,IPS,Terendah,87.13
Jakarta,2016,Dalam,3,SMAN 34,IPS,Tertinggi,87.63
Jakarta,2016,Dalam,3,SMAN 34,IPS,Rata-rata,87.42
Jakarta,2016,Dalam,3,SMAN 35,IPA,Terendah,75
Jakarta,2016,Dalam,3,SMAN 35,IPA,Tertinggi,79.75
Jakarta,2016,Dalam,3,SMAN 35,IPA,Rata-rata,76.88
Jakarta,2016,Dalam,3,SMAN 35,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 35,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 35,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 36,IPA,Terendah,80.25
Jakarta,2016,Dalam,3,SMAN 36,IPA,Tertinggi,82.25
Jakarta,2016,Dalam,3,SMAN 36,IPA,Rata-rata,81
Jakarta,2016,Dalam,3,SMAN 36,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 36,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 36,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 37,IPA,Terendah,83.38
Jakarta,2016,Dalam,3,SMAN 37,IPA,Tertinggi,83.38
Jakarta,2016,Dalam,3,SMAN 37,IPA,Rata-rata,83.38
Jakarta,2016,Dalam,3,SMAN 37,IPS,Terendah,77.13
Jakarta,2016,Dalam,3,SMAN 37,IPS,Tertinggi,78.75
Jakarta,2016,Dalam,3,SMAN 37,IPS,Rata-rata,77.94
Jakarta,2016,Dalam,3,SMAN 38,IPA,Terendah,87.75
Jakarta,2016,Dalam,3,SMAN 38,IPA,Tertinggi,91
Jakarta,2016,Dalam,3,SMAN 38,IPA,Rata-rata,88.88
Jakarta,2016,Dalam,3,SMAN 38,IPS,Terendah,83.25
Jakarta,2016,Dalam,3,SMAN 38,IPS,Tertinggi,83.25
Jakarta,2016,Dalam,3,SMAN 38,IPS,Rata-rata,83.25
Jakarta,2016,Dalam,3,SMAN 40,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 40,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 40,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 40,IPS,Terendah,72.63
Jakarta,2016,Dalam,3,SMAN 40,IPS,Tertinggi,79.5
Jakarta,2016,Dalam,3,SMAN 40,IPS,Rata-rata,75.19
Jakarta,2016,Dalam,3,SMAN 41,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 41,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 41,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 41,IPS,Terendah,71.88
Jakarta,2016,Dalam,3,SMAN 41,IPS,Tertinggi,72.13
Jakarta,2016,Dalam,3,SMAN 41,IPS,Rata-rata,72
Jakarta,2016,Dalam,3,SMAN 42,IPA,Terendah,82.13
Jakarta,2016,Dalam,3,SMAN 42,IPA,Tertinggi,83.25
Jakarta,2016,Dalam,3,SMAN 42,IPA,Rata-rata,82.69
Jakarta,2016,Dalam,3,SMAN 42,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 42,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 42,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 43,IPA,Terendah,76.88
Jakarta,2016,Dalam,3,SMAN 43,IPA,Tertinggi,77.5
Jakarta,2016,Dalam,3,SMAN 43,IPA,Rata-rata,77.19
Jakarta,2016,Dalam,3,SMAN 43,IPS,Terendah,78
Jakarta,2016,Dalam,3,SMAN 43,IPS,Tertinggi,78
Jakarta,2016,Dalam,3,SMAN 43,IPS,Rata-rata,78
Jakarta,2016,Dalam,3,SMAN 44,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 44,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 44,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 44,IPS,Terendah,78.75
Jakarta,2016,Dalam,3,SMAN 44,IPS,Tertinggi,78.75
Jakarta,2016,Dalam,3,SMAN 44,IPS,Rata-rata,78.75
Jakarta,2016,Dalam,3,SMAN 45,IPA,Terendah,79
Jakarta,2016,Dalam,3,SMAN 45,IPA,Tertinggi,79
Jakarta,2016,Dalam,3,SMAN 45,IPA,Rata-rata,79
Jakarta,2016,Dalam,3,SMAN 45,IPS,Terendah,73
Jakarta,2016,Dalam,3,SMAN 45,IPS,Tertinggi,73.38
Jakarta,2016,Dalam,3,SMAN 45,IPS,Rata-rata,73.19
Jakarta,2016,Dalam,3,SMAN 46,IPA,Terendah,79.13
Jakarta,2016,Dalam,3,SMAN 46,IPA,Tertinggi,80.75
Jakarta,2016,Dalam,3,SMAN 46,IPA,Rata-rata,79.94
Jakarta,2016,Dalam,3,SMAN 46,IPS,Terendah,75
Jakarta,2016,Dalam,3,SMAN 46,IPS,Tertinggi,76.5
Jakarta,2016,Dalam,3,SMAN 46,IPS,Rata-rata,75.72
Jakarta,2016,Dalam,3,SMAN 47,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 47,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 47,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 47,IPS,Terendah,81.75
Jakarta,2016,Dalam,3,SMAN 47,IPS,Tertinggi,87.25
Jakarta,2016,Dalam,3,SMAN 47,IPS,Rata-rata,85.04
Jakarta,2016,Dalam,3,SMAN 48,IPA,Terendah,92.13
Jakarta,2016,Dalam,3,SMAN 48,IPA,Tertinggi,92.13
Jakarta,2016,Dalam,3,SMAN 48,IPA,Rata-rata,92.13
Jakarta,2016,Dalam,3,SMAN 48,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 48,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 48,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 49,IPA,Terendah,87.13
Jakarta,2016,Dalam,3,SMAN 49,IPA,Tertinggi,87.13
Jakarta,2016,Dalam,3,SMAN 49,IPA,Rata-rata,87.13
Jakarta,2016,Dalam,3,SMAN 49,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 49,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 49,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 50,IPA,Terendah,84.13
Jakarta,2016,Dalam,3,SMAN 50,IPA,Tertinggi,84.13
Jakarta,2016,Dalam,3,SMAN 50,IPA,Rata-rata,84.13
Jakarta,2016,Dalam,3,SMAN 50,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 50,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 50,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 51,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 51,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 51,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 51,IPS,Terendah,76.88
Jakarta,2016,Dalam,3,SMAN 51,IPS,Tertinggi,79.75
Jakarta,2016,Dalam,3,SMAN 51,IPS,Rata-rata,78.31
Jakarta,2016,Dalam,3,SMAN 52,IPA,Terendah,81.88
Jakarta,2016,Dalam,3,SMAN 52,IPA,Tertinggi,82
Jakarta,2016,Dalam,3,SMAN 52,IPA,Rata-rata,81.94
Jakarta,2016,Dalam,3,SMAN 52,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 52,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 52,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 53,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 53,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 53,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 53,IPS,Terendah,77.63
Jakarta,2016,Dalam,3,SMAN 53,IPS,Tertinggi,78.63
Jakarta,2016,Dalam,3,SMAN 53,IPS,Rata-rata,78
Jakarta,2016,Dalam,3,SMAN 54,IPA,Terendah,83.75
Jakarta,2016,Dalam,3,SMAN 54,IPA,Tertinggi,87.38
Jakarta,2016,Dalam,3,SMAN 54,IPA,Rata-rata,85.56
Jakarta,2016,Dalam,3,SMAN 54,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 54,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 54,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 55,IPA,Terendah,88.38
Jakarta,2016,Dalam,3,SMAN 55,IPA,Tertinggi,88.75
Jakarta,2016,Dalam,3,SMAN 55,IPA,Rata-rata,88.56
Jakarta,2016,Dalam,3,SMAN 55,IPS,Terendah,78
Jakarta,2016,Dalam,3,SMAN 55,IPS,Tertinggi,82.63
Jakarta,2016,Dalam,3,SMAN 55,IPS,Rata-rata,79.75
Jakarta,2016,Dalam,3,SMAN 57,IPA,Terendah,76.75
Jakarta,2016,Dalam,3,SMAN 57,IPA,Tertinggi,89.13
Jakarta,2016,Dalam,3,SMAN 57,IPA,Rata-rata,82.08
Jakarta,2016,Dalam,3,SMAN 57,IPS,Terendah,75
Jakarta,2016,Dalam,3,SMAN 57,IPS,Tertinggi,79.25
Jakarta,2016,Dalam,3,SMAN 57,IPS,Rata-rata,77.78
Jakarta,2016,Dalam,3,SMAN 58,IPA,Terendah,0
Jakarta,2016,Dalam,3,SMAN 58,IPA,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 58,IPA,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 58,IPS,Terendah,74.88
Jakarta,2016,Dalam,3,SMAN 58,IPS,Tertinggi,75.63
Jakarta,2016,Dalam,3,SMAN 58,IPS,Rata-rata,75.25
Jakarta,2016,Dalam,3,SMAN 59,IPA,Terendah,79.75
Jakarta,2016,Dalam,3,SMAN 59,IPA,Tertinggi,81.5
Jakarta,2016,Dalam,3,SMAN 59,IPA,Rata-rata,80.63
Jakarta,2016,Dalam,3,SMAN 59,IPS,Terendah,0
Jakarta,2016,Dalam,3,SMAN 59,IPS,Tertinggi,0
Jakarta,2016,Dalam,3,SMAN 59,IPS,Rata-rata,0
Jakarta,2016,Dalam,3,SMAN 60,IPA,Terendah,81.13
Jakarta,2016,Dalam,3,SMAN 60,IPA,Tertinggi,86.5
Jakarta,2016,Dalam,3,SMAN 60,IPA,Rata-rata,82.96
